tweet,brand,brand_name
"Corey just left  but it was a sweet weekend for sure! Giving a tour to the recruits, then its crunch time starbucks and studying all d ...",1,starbucks
was up most of the night with Nicholas. I hate it when my kids are sick. ,0,
watching halloween town on disney channel with brittany. haha. school tomorow.  not exactly my cup of tea! haha. sort of inside joke. xD..,1,disney
Where'd the sun go?  ,0,
I've gone and done it. Now I have yet another Microsoft app on my Mac ,1,microsoft
@GStuedler I NEED 5 MORE FOLLOWERS IF I WANT TO GET TO 100 ,0,
Target from 3:30 to 8-ish. Most likely visiting Brian at Taco Bell. Then back home to figure out what kind of school work I have to do. ,1,target
"Tired, and I feel really sick  But I may be going to target way later.",1,target
Worked out this morning... nearly killed myself... now I'm completely drained.....   ,0,
@aplusk Try that on your Bar Mitzvah!  Just drained a bucket from the 3-point line there.,0,
"#Tweetdeck 2.5 , I can't click on LOG IN to Facebook  anyone knows how to fix this?",1,facebook
"@jeremy_helton Where's my name?  Dammit. Celebs overtake everything. tv, news, jail cells, foreign babies, and now twitter too.",0,
@greggrunberg BFTV available on iTunes or Amazon mp3 at all? No CD drive on my netbook ,1,amazon
"go away, cold ",0,
Trail of terrors page on facebook now has 173 fans.  The group still has more ,1,facebook
"eww, math project &gt;.&lt; argh i will go bakk on twitter later, once i finsh, so i will see you guys around 12am ",0,
http://tinyurl.com/dnzadw Facebook fanclub for #ASOT400 !!!!!!!    Only about 10 mins left ,1,facebook
"certifiable madman @ service 2day held me hostage w/his demonic insanity &amp; neediness. my nerves are *fried*. i feel no love, only fear ",0,
"I appreciate that youtube, netflix instant, etc. are showing more anime, I really do, but dubbed anime makes me a sad panda ",1,netflix
wishing my baby didnt have to sleep all day and go to work tonight ,0,
@erindunne what makes you think you can? He is opposed to facebook ,1,facebook
- Sucks to be me!  Nightmares again ,0,
@MeghanAyers oh whoa can you actually still see them?! google disabled them bc ppl were clicking them too much actually  but thanks!!!,1,google
"I changed my avatar, and it disappeared. Tried to change it back, but no luck. I feel empty and sad ",0,
"Still working hard on the re-launch of sportiesonline, if only the export of data from amazon had been straightforward! ",1,amazon
"OMG! I so feel ya there! This stinks! @agwennap To me, spring doesn't mean 50's and raining.  less than a minute ago from",0,
@alysilverio  ahh! i know i just looked at the pics on google again yesterday and found some better recent pictures. god doesnt like us.,1,google
"lost reading glasses... if you see them, they're mine too. ",0,
My hands are already tired. Me wants hot starbucks and me hungry too ,1,starbucks
Called in on my day off again  12-7,0,
i want to go back to disney world ,1,disney
scrimmage for flag football today - we lost ,0,
Walmart on Sunday? Why do I always do this to myself? I just barely got out alive. ,1,walmart
Damm! No more lazy have to go to store then to in laws. Is icky and raining outside ,0,
Target microwave potato curry good. Target microwave chicken tikka bad. Wish i was watching the Lakers ,1,target
Peace out A-town  hello rainy champaign,0,
@IAmAru I wasn't aware of anything besides that awful facebook app that changes your status for everything  (incl #tags)...care to share?,1,facebook
i wanna watch the laker game but i cant ,0,
@jesse82679 email me your number on facebook so we dont lose touch anymore ,1,facebook
"Starting to notice an increasing feeling of dread, y'know, end of holiday blues.           ",0,
@RODDYBOTTUM hey! dont forget sweet dreams u cant resist...creeeeamy whites...!!! lol. plz poke mp 4 me! i cant do it on facebook    ;o) x,1,facebook
is back in office after a sport-filled weekend.Sad that I'll miss watching most of the IPL matches ,0,
"Internet is being Epic Fail tonight, I want to find a Verizon representative and be malicious, just to feel better. Ugh. ",1,verizon
"I just wrote the most useless essay I have ever seen in my whole life. teacher, please don't fail me. ",0,
Terrible dreams last night! Dreamed that I was on the funeral of my friend and when I woke up mail from Facebook came of his BDay today! ,1,facebook
i'm going to driving lessons very soon..Bah i don't wanted ,0,
tweetdeck not picking up tweets - facebook only - mmm (via @scbutler) - Me too ,1,facebook
Sooo.. JC is not coming at all. ,0,
I am crying now reading about how people were mobilized through facebook after virginia tech massacre. It was so sad ,1,facebook
@b4k4n3k0 i wish had some cool acronym diseases ,0,
Now all I need is one of those Apple comuters. This will cost me ,1,apple
@BabyLuu not if it's yours. ahahaha jk. missss you ,0,
Facebook Twitter app won't recognize my username/password. ,1,facebook
"Is on her way to work, in this gorgeous weather! So depressing  someone want to cheer me up? Lol Xxx",0,
When you come to work and discover your 30&quot; apple screen broken ,1,apple
iTunes Store disabled my account because I have no prove of my billing address...sad... Not more songs/movies purchasing... ,0,
"@Emzy_Chica ohh thank you (: i know she is defo there on thursday, shes playing in the apple store, but i can't go that day  lol thanks ",1,apple
Awakened by the rain and can't get back to sleep.  Going to be a long Monday!  ,0,
SHIT! I've triple booked myself again. stupid google calendar not properly rendering in Safari ,1,google
Back from our night time walk up Pen y fan - absolutely exausted now and stuck in work ,0,
I have to twitter because I can't facebook ,1,facebook
its still at work ,0,
"Nothing... this site is soooooo boring... i miss myspace, bebo, facebook &amp; tagged  screw this.. im going if it dont get exciting soon.....",1,facebook
my april 24 release deadline seems impossible ,0,
@pauljacobson google voice: yip.  but not in SA yet and unlikely soon.  need voip switches in country. ,1,google
@hunz yes.  apparently everyone's bugging the dev. He's tweeting everyone to hold their horses. LOL,0,
There are many thoughts around Mobile and Google for Local Advertising but yet anything concrete  anyone interested to share thoughts?,1,google
Hmm maybe it wasn't such a smat idea to study in DC. Now I'm walking home in the rain and going to catch a cold before my exam  #fail,0,
@mistakepro http://twitpic.com/2qrvj - i live on iceland there is no starbucks here ,1,starbucks
wants to go out....but...no...revisionnnnn  x,0,
Crashed my Apple and try to survive via Nokia E71 and old MS Laptop ,1,apple
The dentist pulled my last nerve ... ,0,
Think i'll get off that mafia wars on Facebook its nothing but trouble!!!!! Well that and i hav no money!!!!! ,1,facebook
I am about to go home and recuperate after the surgeries.  Bring on a nice hot cup of tea and a biscuit. BOFs desk is forlorn...boooooooo ,0,
hhmmmppp facebook is down ,1,facebook
i couldn't be any sadder on my birthday..lost my phone ,0,
"Gah. Apple in ear expensive headphones annoying. I get zaps like electric shocks intermittently. Returned them at weekend, new ones same ",1,apple
"Obviously, that sleeping thing never worked out.... I hate being sick. ",0,
@JBCP Facebook is blocked ,1,facebook
one Apple machine down 2 still up...  for the 3th time in 2 years harddisk failure Macbook .,1,apple
Point failures outside Liverpool Street station are starting to be a constant fixture in my morning commute ,0,
@random_bloke some chance!  ,0,
Is gutted that the Royal mail project room doesn't have a broadband connection so no facebook for 2 weeks ,1,facebook
my dad is a fucking retard omg i can sit and eat my dinner where ever i fucking want to ,0,
"Now looking at a picture of a Apple Mac, I want one noww! ",1,apple
"@raihanamcfly yuppp!  pretty pathetic.. hahaha! i think after facebook craze fades, they will start to tweeeet!",1,facebook
Been up all night with Marissa throwing up! Ugh! ,0,
"up for work, not at all well rested. ",0,
@AdeeFreeman yes please I'm not on facebook and am not seeing anyone elses pic ,1,facebook
"@sammi_jade nahh she failed, she should pass next time tho, and i dont thik ill be bale to afford london or get the time off  hows you xx",0,
Pissed that the &quot;Top 5 Movies&quot; thing on Facebook doesn't have &quot;Spring And Chaos&quot;. Grrr...Awesome anime movie that nobody knows about! ,1,facebook
"I think im getting sick, my throat is starting to itch. ",0,
Nope I didnt... least I. Got my facebook ... ill figure this out later ... if I don't take a nap now I'm not gonna have a productive day ,1,facebook
I feel like I sold my brother down the river and I feel like I'm always to blame ,0,
Apple juice drink is not the same as apple juice ,1,apple
barely awake. spring break is officially over. back to 8am psychology ,0,
I really want a sour apple and raspberry slurpee but its cold to venture to 711 ,1,apple
@stephens78 Thankful you should be! I couldn't have picked a worst time to give up work and return to study ,0,
I hope my Morphie juice pack ships today... the Apple Store already has them ,1,apple
@chrisbaskind @momsbunnies where did u guys get #Tweetie. I still see the &quot;coming soon&quot; video ,0,
Awww. Kinda sad to see T-Mobile lose the Starbucks contract. Kinda hoped it was some joint venture with O2. ,1,starbucks
PS: HAPPY 4:20!! I wish I could go to the Parliament Hill tonight ,0,
aw mannn! work blocked facebook finallyyy ,1,facebook
@jkoxvold Me too ,0,
gettin ready for work... got a craving for starbucks but there isnt one on the way... wtf... in ny theres one on every block... ,1,starbucks
I'm all alone today ,0,
"Still no joy for the Pacifer.        Disney questions, anyone?",1,disney
@hayleysaliar Cartoons?! It was a portrait ,0,
"Back to single mom...  Guess that means cereal, McDonalds and cookies for dinner again!",1,mcdonalds
will anyone reply to me when its actually my birthday? ,0,
I just spent 3 amazing days in Disney World.  I miss it already.  ,1,disney
good morning tweets....another Monday ,0,
@biasia Oh good grief - my whole twitter wall was taken over.  NOT ok. AND I have to reload all my pics on facebook from the wedding ,1,facebook
Two tests tommorrow not looking forward to them ,0,
the bottom just fell out the sky and I wanted to go to Target this morning ,1,target
@blackaristocrat I'm sorry to hear that BOO  my car sh*t the bed almost 3 weeks ago and I'm FINALLY picking up the new whip this week,0,
not looking good for my Macbook pro. disk utility via target mode failed to finish disk verification. ,1,target
"I'm sad that Terry and Kat are leaving me today . Kat will be back, but I won't see Terry till school's out... ",0,
"Usha! I can't access facebook from college, why are we disgusting? I'm in tears ",1,facebook
"It's raining  Class 12-1, lunch, class 2-4:45, dinner, practicing my spn presentation. Then studying for spn and psych. Boo.",0,
@rodwellian I had to unsubscribe! SPAM CENTRAL! Maybe I'm just not the target market ,1,target
